date,open,high,low,close,adj_close,volume
2014-01-02,95.76000213623047,95.76000213623047,94.81999969482422,95.08000183105469,77.64329528808594,3728200
2014-01-03,95.29000091552734,95.44000244140625,94.94999694824219,95.05999755859375,77.62699127197266,3206300
2014-01-06,95.5,95.55999755859375,94.66999816894531,94.80999755859375,77.42280578613281,3169400
2014-01-07,95.19000244140625,95.58999633789062,95.0999984741211,95.41999816894531,77.92096710205078,2617200
2014-01-08,95.44000244140625,95.62000274658203,95.08999633789062,95.48999786376953,77.97811126708984,3783100
2014-01-09,95.83000183105469,95.83000183105469,95.0999984741211,95.56999969482422,78.04344177246094,3440500
2014-01-10,95.77999877929688,95.87000274658203,95.30000305175781,95.83999633789062,78.26393127441406,2903700
2014-01-13,95.75,95.87999725341797,94.38999938964844,94.62999725341797,77.27583312988281,4322200
2014-01-14,94.93000030517578,95.7300033569336,94.7300033569336,95.66999816894531,78.12511444091797,2660500
2014-01-15,95.94000244140625,96.29000091552734,95.83999633789062,96.1500015258789,78.51708221435547,2525100
2014-01-16,96.05000305175781,96.12000274658203,95.79000091552734,96.08000183105469,78.4599380493164,3058200
2014-01-17,96.0,96.12999725341797,95.55000305175781,95.70999908447266,78.15779113769531,2716300
2014-01-21,96.36000061035156,96.36000061035156,95.44000244140625,96.02999877929688,78.41909790039062,5557200
2014-01-22,96.2699966430664,96.30000305175781,95.91000366210938,96.20999908447266,78.5660629272461,1860300
2014-01-23,95.7699966430664,95.8499984741211,94.91000366210938,95.37999725341797,77.88829803466797,3223500
2014-01-24,94.7699966430664,94.88999938964844,93.29000091552734,93.31999969482422,76.20608520507812,7275200
2014-01-27,93.31999969482422,93.5999984741211,92.20999908447266,92.72000122070312,75.71612548828125,6664700
2014-01-28,92.88999938964844,93.47000122070312,92.80000305175781,93.37000274658203,76.24687957763672,10136000
2014-01-29,92.66999816894531,93.08000183105469,92.18000030517578,92.41000366210938,75.46293640136719,4720200
2014-01-30,93.2300033569336,93.77999877929688,92.95999908447266,93.48999786376953,76.34489440917969,2540800
2014-01-31,92.44000244140625,93.55000305175781,92.27999877929688,92.87999725341797,75.84675598144531,4099600
2014-02-03,92.83999633789062,93.05000305175781,90.54000091552734,90.69999694824219,74.06653594970703,6568100
2014-02-04,91.19999694824219,91.62999725341797,90.77999877929688,91.38999938964844,74.63002014160156,3427200
2014-02-05,91.0199966430664,91.44000244140625,90.38999938964844,91.25,74.51568603515625,3407300
2014-02-06,91.48999786376953,92.37000274658203,91.3499984741211,92.36000061035156,75.42211151123047,3237300
