date,btc_adj_close,btc_volume,eth_adj_close,eth_volume,sp500_adj_close,sp500_volume,vti_adj_close,vti_volume,agg_adj_close,agg_volume,tyield
4/2/2014,,,,,1755.199951,4068410000,74.63002014,3427200,78.1397171,2289000,2.64
5/2/2014,,,,,1751.640015,3984290000,74.51568604,3407300,77.94429016,1162000,2.7
6/2/2014,,,,,1773.430054,3825410000,75.42211151,3237300,77.90808105,1127700,2.73
7/2/2014,,,,,1797.02002,3775990000,76.39391327,3538500,78.03110504,611700,2.71
10/2/2014,,,,,1799.839966,3312160000,76.48371124,3419800,78.11075592,1097200,2.7
11/2/2014,,,,,1819.75,3699380000,77.35752106,4287900,77.95879364,1493200,2.75
12/2/2014,,,,,1819.26001,3326380000,77.46366119,3128700,77.82849121,714100,2.8
13/2/2014,,,,,1829.829956,3289510000,77.93728638,2726400,77.99494171,777400,2.73
14/2/2014,,,,,1838.630005,3114750000,78.31291962,2244000,77.99494171,708800,2.75
18/2/2014,,,,,1840.76001,3421110000,78.54157257,3006400,78.04558563,940900,2.71
19/2/2014,,,,,1828.75,3661570000,78.01893616,2320600,77.98770905,902600,2.73
20/2/2014,,,,,1839.780029,3404980000,78.54157257,2657600,77.94429016,894000,2.76
21/2/2014,,,,,1836.25,3403880000,78.47623444,1952000,78.01662445,395300,2.73
24/2/2014,,,,,1847.609985,4014530000,78.92538452,2357600,77.94429016,838500,2.75
25/2/2014,,,,,1845.119995,3515560000,78.89271545,2427300,78.15412903,542100,2.7
26/2/2014,,,,,1845.160034,3716730000,78.97439575,1934600,78.32062531,617000,2.67
27/2/2014,,,,,1854.290039,3547460000,79.39086914,1594000,78.40022278,628900,2.65
28/2/2014,,,,,1859.449951,3917450000,79.53786469,2302800,78.35678864,1589500,2.66
3/3/2014,,,,,1845.72998,3428220000,78.95805359,2743400,78.55979156,2533900,2.6
4/3/2014,,,,,1873.910034,3765770000,80.19931793,3105300,78.26979828,953700,2.7
5/3/2014,,,,,1873.810059,3392990000,80.21562195,1855300,78.31330109,2852300,2.7
6/3/2014,,,,,1877.030029,3360450000,80.36260986,2084500,78.1392746,689200,2.74
7/3/2014,,,,,1878.040039,3564740000,80.33811951,2312100,77.92172241,701700,2.8
10/3/2014,,,,,1877.170044,3021350000,80.28096008,2586600,77.92172241,877800,2.79
11/3/2014,,,,,1867.630005,3392400000,79.83181763,3718500,77.91451263,2060700,2.77
12/3/2014,,,,,1868.199951,3270860000,79.88899231,2225600,78.08854675,943300,2.73
13/3/2014,,,,,1846.339966,3670990000,78.96620178,3482400,78.2915802,660900,2.66
14/3/2014,,,,,1841.130005,3285460000,78.86823273,2892400,78.25531006,741800,2.65
17/3/2014,,,,,1858.829956,2860490000,79.49700165,2735800,78.2117691,590800,2.7
18/3/2014,,,,,1872.25,2930190000,80.17479706,3672500,78.30606842,568500,2.68
19/3/2014,,,,,1860.77002,3289210000,79.71749115,2705400,77.95799255,702000,2.78
20/3/2014,,,,,1872.01001,3327540000,80.11765289,1466900,77.90003204,1100600,2.79
21/3/2014,,,,,1866.52002,5270710000,79.82363892,2821700,78.00880432,756600,2.75
24/3/2014,,,,,1857.439941,3409000000,79.35819244,3922600,78.12480164,712800,2.74
